ontology,iteration,command_output,number_of_hypothesis_returned,algorithm_total_time,ontology_parsing_time,observation_time,gateway_opening_time,gateway_closing_time
AnimalsOntologyForStudy.owl,1,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Jellyfish> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>)
Ontology size: 1
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034528866574903>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <A_TOP>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034528866574903>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <A_TOP>) }
Done.
",2,0.22911667823791504,0.5789365768432617,2.347007989883423,0.012629032135009766,0.0030007362365722656
AnimalsOntologyForStudy.owl,2,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#SwimmingAnimal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>)
Ontology size: 1
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034532022641403>) VersionIRI(<null>))) [Axioms: 8 Logical Axioms: 8] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <A_TOP>) <A_TOP>) SubClassOf(ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#CanMove>) <_A1>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(ObjectIntersectionOf(<_A1> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) <http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#CanMove>)) SubClassOf(<_A1> <A_TOP>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034532022641403>) VersionIRI(<null>))) [Axioms: 8 Logical Axioms: 8] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <A_TOP>) <A_TOP>) SubClassOf(ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#CanMove>) <_A1>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(ObjectIntersectionOf(<_A1> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) <http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> ObjectSomeValuesFrom(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#hasProperty> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#CanMove>)) SubClassOf(<_A1> <A_TOP>) }
Done.
",2,0.0898134708404541,0.0507047176361084,2.3775322437286377,0.009007453918457031,0.0030858516693115234
AnimalsOntologyForStudy.owl,3,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Bat> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>)
Ontology size: 2
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034534552385003>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Bat> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Bat> <http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034534552385003>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Bat> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Bat> <http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#AbductionSolverTaskAnimals>) }
Done.
",1,0.035259246826171875,0.026487350463867188,2.362297534942627,0.010086297988891602,0.0020263195037841797
AnimalsOntologyForStudy.owl,4,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Fins> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>)
Ontology size: 1
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034537037312203>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#BodyPart> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#BodyPart> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034537037312203>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#BodyPart> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#BodyPart> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>) }
Done.
",2,0.04251241683959961,0.031003236770629883,2.402139902114868,0.007019758224487305,0.0030317306518554688
AnimalsOntologyForStudy.owl,5,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/animals-ontology#MovingAnimal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>)
Ontology size: 1
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034539461037303>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034539461037303>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <A_TOP>) SubClassOf(<http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Animal> <http://www.semanticweb.org/mikha/ontologies/2023/8/untitled-ontology-841#Domain>) }
Done.
",2,0.02924633026123047,0.024512767791748047,2.3552236557006836,0.007016181945800781,0.0020198822021484375
atc.anatomical-therapeutic-chemical-classification.1.owl.xml,1,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://bio2rdf.org/atc:A01AD05> <http://bio2rdf.org/atc:A>)
Ontology size: 3
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034542974056903>) VersionIRI(<null>))) [Axioms: 7 Logical Axioms: 7] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:A01AD05> <http://bio2rdf.org/atc:A01AD>) SubClassOf(<http://bio2rdf.org/atc:A01AD> <http://bio2rdf.org/atc:A01A>) SubClassOf(<http://bio2rdf.org/atc:A01A> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01A> <http://bio2rdf.org/atc:A01>) SubClassOf(<http://bio2rdf.org/atc:A01AD05> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01AD> <A_TOP>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034542974056903>) VersionIRI(<null>))) [Axioms: 7 Logical Axioms: 7] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:A01AD05> <http://bio2rdf.org/atc:A01AD>) SubClassOf(<http://bio2rdf.org/atc:A01AD> <http://bio2rdf.org/atc:A01A>) SubClassOf(<http://bio2rdf.org/atc:A01A> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01A> <http://bio2rdf.org/atc:A01>) SubClassOf(<http://bio2rdf.org/atc:A01AD05> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A01AD> <A_TOP>) }
Done.
",1,0.07644915580749512,0.03499031066894531,5.3020594120025635,0.008022308349609375,0.0040149688720703125
atc.anatomical-therapeutic-chemical-classification.1.owl.xml,2,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://bio2rdf.org/kegg:D05674> <http://bio2rdf.org/atc:A>)
Ontology size: 4
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034549719912203>) VersionIRI(<null>))) [Axioms: 9 Logical Axioms: 9] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:A14A> <http://bio2rdf.org/atc:A14>) SubClassOf(<http://bio2rdf.org/atc:A14AA06> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14AA06> <http://bio2rdf.org/atc:A14AA>) SubClassOf(<http://bio2rdf.org/atc:A14AA> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14A> <A_TOP>) SubClassOf(<http://bio2rdf.org/kegg:D05674> <http://bio2rdf.org/atc:A14AA06>) SubClassOf(<http://bio2rdf.org/kegg:D05674> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14AA> <http://bio2rdf.org/atc:A14A>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034549719912203>) VersionIRI(<null>))) [Axioms: 9 Logical Axioms: 9] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:A14A> <http://bio2rdf.org/atc:A14>) SubClassOf(<http://bio2rdf.org/atc:A14AA06> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14AA06> <http://bio2rdf.org/atc:A14AA>) SubClassOf(<http://bio2rdf.org/atc:A14AA> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14A> <A_TOP>) SubClassOf(<http://bio2rdf.org/kegg:D05674> <http://bio2rdf.org/atc:A14AA06>) SubClassOf(<http://bio2rdf.org/kegg:D05674> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A14AA> <http://bio2rdf.org/atc:A14A>) }
Done.
",1,0.07300996780395508,0.046552419662475586,6.581467866897583,0.013008832931518555,0.0029973983764648438
atc.anatomical-therapeutic-chemical-classification.1.owl.xml,3,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://bio2rdf.org/kegg:D02557> <http://bio2rdf.org/atc:D01AC>)
Ontology size: 1
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034556407253203>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:D01AC> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D01AC04> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D01AC04> <http://bio2rdf.org/atc:D01AC>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034556407253203>) VersionIRI(<null>))) [Axioms: 3 Logical Axioms: 3] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:D01AC> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D01AC04> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D01AC04> <http://bio2rdf.org/atc:D01AC>) }
Done.
",2,0.04201245307922363,0.031005144119262695,6.590924024581909,0.02044200897216797,0.003985881805419922
atc.anatomical-therapeutic-chemical-classification.1.owl.xml,4,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://bio2rdf.org/atc:D07BB02> <http://bio2rdf.org/atc:D07>)
Ontology size: 2
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034562852003803>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:D07BB> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB02> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB> <http://bio2rdf.org/atc:D07B>) SubClassOf(<http://bio2rdf.org/atc:D07B> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB02> <http://bio2rdf.org/atc:D07BB>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034562852003803>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://bio2rdf.org/atc:D07BB> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB02> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB> <http://bio2rdf.org/atc:D07B>) SubClassOf(<http://bio2rdf.org/atc:D07B> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:D07BB02> <http://bio2rdf.org/atc:D07BB>) }
Done.
",1,0.060578346252441406,0.028191328048706055,6.340831279754639,0.0153350830078125,0.004021644592285156
atc.anatomical-therapeutic-chemical-classification.1.owl.xml,5,"Use just_based
Loading ontology..
done loading ontology.
Building observation and TBox based on justification.
Observation: SubClassOf(<http://bio2rdf.org/kegg:D03824> <http://bio2rdf.org/atc:A03A>)
Ontology size: 2
Converting...
Ignored axioms (since not in EL): 0
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034569256744503>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://bio2rdf.org/kegg:D03824> <http://bio2rdf.org/atc:A03AA08>) SubClassOf(<http://bio2rdf.org/kegg:D03824> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A03AA08> <http://bio2rdf.org/atc:A03AA>) SubClassOf(<http://bio2rdf.org/atc:A03AA08> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A03AA> <A_TOP>) }
Ontology(OntologyID(OntologyIRI(<urn:unnamed:ontology#ont1034569256744503>) VersionIRI(<null>))) [Axioms: 5 Logical Axioms: 5] First 20 axioms: {SubClassOf(<http://bio2rdf.org/kegg:D03824> <http://bio2rdf.org/atc:A03AA08>) SubClassOf(<http://bio2rdf.org/kegg:D03824> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A03AA08> <http://bio2rdf.org/atc:A03AA>) SubClassOf(<http://bio2rdf.org/atc:A03AA08> <A_TOP>) SubClassOf(<http://bio2rdf.org/atc:A03AA> <A_TOP>) }
Done.
",1,0.04001879692077637,0.028532028198242188,5.9537389278411865,0.015002965927124023,0.004002809524536133
